latitude,longitude
37.47892406,126.9525134
37.47863189,126.9520437
37.47882172,126.952147
37.47806745,126.9521241
37.47806745,126.9521241
37.59043229,127.0871583
37.59043229,127.0871583
37.59040498,127.0869752
37.59040498,127.0869752
37.59640241,127.0600836
37.59640241,127.0600836
37.59657621,127.0601925
37.59657621,127.0601925
37.59590278,127.0613246
37.59603876,127.0610369
37.55974952,126.9756513
37.55974952,126.9756513
37.60364927,127.0374169
37.60373077,127.0374685
37.60386765,127.0372825
37.60380199,127.0372934
37.60866015,127.0524105
37.60843148,127.0527516
37.60869503,127.0524804
37.60869503,127.0524804
37.60838984,127.0526781
37.60838984,127.0526781
37.60052136,127.0409133
37.60052136,127.0409133
37.59714765,127.0226554
37.59714765,127.0226554
37.61108882,126.9785808
37.61108882,126.9785808
37.61114327,126.9781922
37.61129155,126.9785527
37.61129155,126.9785527
37.61169831,126.9794875
37.57396958,126.98281
37.5176481,126.8693385
37.51828587,126.8699395
37.51847615,126.8698507
37.5926748,127.057629
37.5926748,127.057629
37.59266236,127.0578204
37.59266236,127.0578204
37.57531913,127.0675032
37.57531913,127.0675032
37.57595205,127.0674477
37.57588098,127.0676724
37.57975137,127.0507241
37.57482183,126.924591
37.57482183,126.924591
37.57470592,126.924804
37.57470592,126.924804
37.58014131,126.9340047
37.55024146,126.9636962
37.52091528,126.9705052
37.52104886,126.9707133
37.55003841,126.9774575
37.55005917,126.9772435
37.55005917,126.9772435
37.57136953,126.9591417
37.57136953,126.9591417
37.57136953,126.9591417
37.4851855,126.9373314
37.50717405,126.9593519
37.56083777,126.859373
37.54982429,126.8188137
37.59645289,127.0605018
37.59630492,127.0604059
37.59630492,127.0604059
37.53048892,126.954708
37.53048892,126.954708
37.53059654,126.9545254
37.54044567,126.8364385
37.57628155,126.8113057
37.57628155,126.8113057
37.57628155,126.8113057
37.57627434,126.8116034
37.57611717,126.8120637
37.59722193,127.0879436
37.65449878,127.0620266
37.65581677,127.0600009
37.65590288,127.060403
37.65582757,127.0605611
37.65582757,127.0605611
37.6243961,127.0496861
37.60065962,127.100602
37.60143995,127.0793611
37.61514306,127.0786879
37.566598,127.0300054
37.56485027,127.0279862
37.5289617,126.8921768
37.56493464,126.8115497
37.48345135,127.0280133
37.52614363,126.8968708
37.58010136,126.9849351
37.58216831,127.0150405
37.59643369,126.9854967
37.59658199,126.985574
37.58833411,126.9997162
37.58833411,126.9997162
37.58836644,126.9995822
37.57917446,126.7994319
37.57917446,126.7994319
37.57614552,126.8113863
37.57614552,126.8113863
37.47135315,126.9197494
37.45146998,126.9015526
37.46065726,126.9193778
37.46124461,126.9219816
37.53793423,127.0896784
37.47993773,126.9557118
37.57929943,127.042733
37.57909636,127.0423103
37.57909636,127.0423103
37.57946084,127.0425147
37.57946084,127.0425147
37.57935796,127.0428302
37.49998706,127.136241
37.65449878,127.0620266
37.55005222,126.9384913
37.52255564,126.8440889
37.52255564,126.8440889
37.57396334,126.8015536
37.59630492,127.0604059
37.59640241,127.0600836
37.59657621,127.0601925
37.64088083,127.0658604
37.64096015,127.0655543
37.64112845,127.0655954
37.64116721,127.0656799
37.56714995,127.0275458
37.56518793,127.0255209
37.6034202,126.9103339
37.54768296,127.0510141
37.54848261,127.051329
37.54846558,127.0511264
37.54846558,127.0511264
37.61575012,127.0791737
37.5993825,126.9156536
37.47324921,126.9188445
37.46980731,126.9201808
37.48812879,127.0265613
37.48812879,127.0265613
37.48625726,127.0292106
37.48989748,126.9536462
37.47959079,126.8899681
37.61558544,127.0788711
37.47715842,126.9103842
37.4770248,126.9104544
37.48989748,126.9536462
37.49004339,126.9535053
37.49004339,126.9535053
37.61894228,127.0179624
37.60897445,127.0306432
37.61208388,127.0056034
37.61208388,127.0056034
37.57599018,126.9584322
37.61195822,127.0053561
37.57413421,126.972522
37.61195822,127.0053561
37.58057293,126.9686788
37.58057293,126.9686788
37.57263158,126.9879165
37.58672895,126.9729006
37.587532,126.9729293
37.58499559,126.9703848
37.58499559,126.9703848
37.58576037,126.9728698
37.59531481,127.0999018
37.55046184,126.9550106
37.56528789,127.0544391
37.47324921,126.9188445
37.60966121,126.9331239
37.46094024,126.9220176
37.48380644,126.9078839
37.46094738,126.9220841
37.63873961,127.0667166
37.64135847,127.0659721
37.64135847,127.0659721
37.64127832,127.0657282
37.64129987,127.0661993
37.64116211,127.0662986
37.64116211,127.0662986
37.64105769,127.066105
37.64088083,127.0658604
37.49446154,127.0470382
37.49446154,127.0470382
37.49423947,127.0463601
37.49423947,127.0463601
37.63942202,127.0274124
37.63960323,127.0271427
37.5734391,126.8163772
37.57318083,126.8207226
37.5734459,126.8206175
37.5734459,126.8206175
37.57116284,126.8168397
37.47063222,126.9028415
37.56437742,126.811145
37.56437742,126.811145
37.56437155,126.8113388
37.56437155,126.8113388
37.53836021,126.7979265
37.51110342,126.911972
37.56025805,126.9901076
37.56028022,126.9901927
37.51795926,126.9853551
37.51795926,126.9853551
37.50960201,126.9987165
37.50176373,126.9800175
37.50176373,126.9800175
37.5004164,126.9854174
37.5004164,126.9854174
37.5004164,126.9854174
37.50149407,126.9868392
37.50149407,126.9868392
37.50149407,126.9868392
37.5019574,126.9894426
37.50202008,126.9897637
37.50210438,126.9905409
37.50210438,126.9905409
37.50294819,126.9951296
37.50294819,126.9951296
37.50301027,126.9953876
37.53059654,126.9545254
37.56790374,127.0158478
37.56813254,127.0157821
37.56902297,126.8164719
37.56258164,126.8163323
37.56817245,127.016124
37.51520854,127.0355725
37.51520854,127.0355725
37.57147557,126.9216107
37.51775185,126.9813337
37.50914296,127.0630654
37.56778375,126.8128379
37.570977,126.811669
37.57058609,126.8115261
37.56943955,126.8117815
37.56911802,126.8116148
37.56610934,126.8123992
37.56610934,126.8123992
37.55234176,126.981908
37.45636766,126.9057226
37.47985912,126.9560934
37.47985912,126.9560934
37.4792155,126.9577347
37.4780812,126.9613905
37.4780812,126.9613905
37.47608357,126.9657657
37.47608357,126.9657657
37.47545458,126.9673515
37.47555014,126.9670646
37.47555014,126.9670646
37.47635482,126.9591698
37.47635482,126.9591698
37.47626872,126.9589144
37.57145194,126.9219786
37.49701835,126.8919606
37.53346887,126.8941155
37.54516263,127.0857399
37.54501679,127.0849703
37.6159907,126.9138565
37.57910168,126.9362242
37.5887768,127.0687329
37.5113143,126.8893161
37.57252102,126.8033292
37.4790418,127.0489818
37.47892809,127.0492314
37.49437229,127.0464436
37.49437229,127.0464436
37.49395351,127.0470403
37.49395351,127.0470403
37.47243277,126.9031239
37.63779525,127.0256433
37.52329157,126.867178
37.53237307,127.0856634
37.60549933,127.0674445
37.60523316,127.067317
37.58119286,127.0812598
37.55038097,126.9552038
37.60393736,127.0954808
37.60392225,127.0956866
37.60392225,127.0956866
37.48395864,126.9103538
37.48395864,126.9103538
37.48412189,126.9103152
37.48412189,126.9103152
37.49228384,126.9491833
37.49228384,126.9491833
37.54404151,126.9893898
37.52266562,126.9606062
37.5679067,127.0162534
37.54878054,127.070555
37.54826841,127.0233884
37.57530669,127.0883142
37.58855714,127.0683737
37.58855714,127.0683737
37.58851336,127.0686447
37.58851336,127.0686447
37.60549428,127.0672712
37.55654597,127.0048006
37.55654597,127.0048006
37.55417661,126.9763555
37.60265693,127.0711892
37.49774034,126.839573
37.5739291,127.087062
37.60612905,127.0149009
37.50401003,126.9219565
37.52412586,126.9223908
37.52383789,126.9218932
37.53059654,126.9545254
37.52809612,126.8971701
37.52809612,126.8971701
37.52775764,126.8967772
37.52775764,126.8967772
37.52749609,126.8974502
37.52749609,126.8974502
37.52729697,126.8572732
37.50636726,126.8913709
37.57957751,127.0248403
37.57957751,127.0248403
37.60393736,127.0954808
37.57147557,126.9216107
37.56923507,126.8168281
37.57610799,126.8886462
37.57610799,126.8886462
37.577406,126.8813098
37.59231342,126.9065474
37.59063475,126.9061606
37.59052148,126.9064386
37.59052148,126.9064386
37.54174094,126.940821
37.56999666,127.0374848
37.57018559,127.0377755
37.56995022,127.0377101
37.58640882,127.0346507
37.58640142,127.0345076
37.50338519,126.8511341
37.61258323,126.9152672
37.53954428,127.0356545
37.53954428,127.0356545
37.50862069,127.0628909
37.51546632,127.0351266
37.51546632,127.0351266
37.51522164,127.0351419
37.51522164,127.0351419
37.51524244,127.035218
37.49484323,126.9606407
37.59152126,127.0423919
37.59123646,127.0419156
37.59120289,127.0415498
37.50832377,126.8409241
37.57491875,127.085196
37.47799819,126.9883568
37.58677274,127.0881706
37.60057461,127.1002661
37.66714944,127.0572999
37.67061404,127.0564936
37.67046913,127.0566105
37.67044626,127.0559902
37.61839948,127.0773199
37.6188511,127.0784201
37.61832075,127.0771669
37.61785819,127.0754366
37.61785819,127.0754366
37.58795371,127.094121
37.56670898,127.0046509
37.56680606,127.0043472
37.58795371,127.094121
37.54692544,127.0488005
37.57810623,127.0859762
37.57491081,127.0854393
37.58620925,127.0517778
37.55325456,127.0025826
37.64026245,127.0136749
37.49662107,126.8875363
37.57684793,127.0763679
37.57673793,127.0763642
37.58400679,127.0884159
37.58827132,127.0874914
37.60841213,127.1003195
37.54547252,127.0800888
37.56163197,127.0494946
37.59973141,127.0817822
37.59981902,127.081503
37.58314651,127.0536957
37.58809284,127.0942974
37.58809284,127.0942974
37.62875178,127.0710502
37.60502533,127.0669144
37.54629934,126.9705442
37.51862383,126.9363511
37.58934859,127.0915009
37.61658254,127.0793895
37.53976458,127.0351263
37.53976458,127.0351263
37.53970392,127.0352784
37.53970392,127.0352784
37.50329583,126.9953871
37.50329583,126.9953871
37.50329583,126.9953871
37.50329583,126.9953871
37.50463635,126.9976081
37.50125444,126.9974103
37.50128553,126.9975387
37.50128553,126.9975387
37.50117435,126.997447
37.52465329,126.9682171
37.52356147,126.9695914
37.52356147,126.9695914
37.51978187,126.9746476
37.49807722,126.8841268
37.49807504,126.8839651
37.49807504,126.8839651
37.49759593,126.8837569
37.49762231,126.8839007
37.49762231,126.8839007
37.4968105,126.8833902
37.49687203,126.8834326
37.63284902,127.0386037
37.63284902,127.0386037
37.56644701,127.1793093
37.56644701,127.1793093
37.56643547,127.1792248
37.52173081,126.9663314
37.52173081,126.9663314
37.6794938,127.0495068
37.60914727,126.9273533
37.59962364,127.0021209
37.4857635,126.8961406
37.4857635,126.8961406
37.56304857,127.079885
37.60917317,126.9270341
37.55460907,127.1446259
37.54522366,126.9721585
37.57740182,126.9229565
37.56576772,127.019536
37.56575915,127.0198523
37.58645151,126.946958
37.53588449,126.9744221
37.56591627,126.9823785
37.52264465,126.9616572
37.53355674,127.0074683
37.52169526,126.9770036
37.52169526,126.9770036
37.52171174,126.9771511
37.52143871,126.9770045
37.52134439,126.9772874
37.52240745,126.9909209
37.52240745,126.9909209
37.52959282,127.142994
37.52959282,127.142994
37.52642073,127.1447501
37.52642073,127.1447501
37.52661155,127.1448089
37.54322369,127.1419143
37.55764701,126.9190238
37.54474508,127.1304238
37.54474508,127.1304238
37.54489402,127.1303949
37.54489402,127.1303949
37.55497666,127.1445865
37.55497666,127.1445865
37.48851889,127.0817396
37.48851889,127.0817396
37.48852982,127.0817148
37.48866644,127.0821216
37.48919142,127.0817325
37.48919142,127.0817325
37.53571409,126.8978424
37.515705,127.0356005
37.515705,127.0356005
37.51566649,127.0352205
37.51566649,127.0352205
37.55489158,127.1442668
37.55489158,127.1442668
37.55462374,127.1440965
37.55462397,127.14414
37.55457404,127.1442776
37.55457404,127.1442776
37.55450104,127.1445299
37.55446162,127.1445213
37.62662755,127.0657346
37.54979106,126.85165
37.48800575,126.8592523
37.57852418,127.0682317
37.49255558,126.8407113
37.5787643,127.0682879
37.51524244,127.035218
37.66715515,127.0429106
37.50030437,127.0189173
37.49340616,127.1049196
37.49267164,127.0595555
37.52978449,127.1233827
37.52978449,127.1233827
37.52949078,127.1240197
37.52949078,127.1240197
37.52937124,127.1238701
37.62656493,127.0472567
37.53949787,127.0982873
37.53471004,126.9603162
37.57766244,126.9317065
37.53771585,126.9869019
37.56288194,127.0160051
37.56287114,127.0159401
37.56900973,126.979101
37.56897919,126.9794328
37.59212792,126.9435796
37.46514044,126.9194027
37.57540672,127.0881694
37.57540672,127.0881694
37.57304285,127.086153
37.46381503,126.9191997
37.46381503,126.9191997
37.46425881,126.9190939
37.45819048,126.9053633
37.45078512,126.9060557
37.45078512,126.9060557
37.45415176,126.9124763
37.45415176,126.9124763
37.59173509,126.944959
37.57833368,126.918944
37.57853343,126.9188318
37.57853343,126.9188318
37.53426085,126.96223
37.53454387,126.9620625
37.53455299,126.9622416
37.53460996,126.9622005
37.53523776,126.9618456
37.53553193,126.9617708
37.53550594,126.9614523
37.53557185,126.961631
37.53557185,126.961631
37.53542286,126.9614368
37.5353916,126.9614172
37.53532488,126.9614411
37.53516094,126.9616565
37.53516094,126.9616565
37.52044928,127.017082
37.48747662,126.9934718
37.49573045,126.9545034
37.49573045,126.9545034
37.55012159,126.819229
37.55164295,126.8168928
37.55174492,126.8171481
37.55144907,126.8168123
37.55236785,126.8163347
37.54648433,126.9409002
37.60088261,127.0621733
37.6026159,127.0194405
37.61497643,127.0949392
37.61497643,127.0949392
37.61489737,127.0951165
37.61478909,127.0950919
37.62790659,127.0643492
37.6166098,127.0333135
37.5412335,127.138064
37.55761883,126.9058673
37.55996615,126.9028935
37.59085739,126.8825407
37.61018895,127.0962722
37.61019292,127.0959282
37.61019292,127.0959282
37.58449275,127.0834003
37.52933633,127.123955
37.52933633,127.123955
37.53024051,127.1140541
37.48407289,127.0295662
37.48379242,127.0299544
37.47151919,126.8978005
37.47151919,126.8978005
37.50846877,126.8999526
37.53671248,127.0929854
37.57491875,127.085196
37.57491875,127.085196
37.549054,127.0707894
37.57508206,127.0852244
37.57508206,127.0852244
37.57508206,127.0852244
37.5750808,127.0854325
37.5750808,127.0854325
37.59484272,126.9911452
37.58653061,127.0882435
37.46508336,127.1098707
37.5239931,126.896433
37.6658946,127.0429372
37.6658946,127.0429372
37.6658946,127.0429372
37.66975421,127.0437532
37.66975421,127.0437532
37.66975421,127.0437532
37.66975421,127.0437532
37.47283748,126.9188696
37.45274401,126.9010757
37.45253093,126.9011567
37.49688784,126.9880187
37.60719563,127.0283527
37.60702637,127.0286206
37.60702637,127.0286206
37.61240651,127.0261768
37.61257255,127.0283829
37.61244229,127.0285739
37.60764307,127.0473433
37.55482836,127.1339625
37.55097418,127.1441178
37.61478909,127.0950919
37.61851737,127.015533
37.61851625,127.0153243
37.61856805,127.0153009
37.58584274,127.0008522
37.58584274,127.0008522
37.58588485,127.0014934
37.58588485,127.0014934
37.58595136,127.0013482
37.58595136,127.0013482
37.58534459,127.000847
37.58534459,127.000847
37.58578586,127.001662
37.55360005,126.8182078
37.5559612,126.8213048
37.55605619,126.8212144
37.5559612,126.8213048
37.55605619,126.8212144
37.45402872,126.9124946
37.45402872,126.9124946
37.45329063,126.9210271
37.45019666,126.9208546
37.45019666,126.9208546
37.46108652,126.9217639
37.46108652,126.9217639
37.46142832,126.9189426
37.46295108,126.9188882
37.46293278,126.9191242
37.46305778,126.9191119
37.6187485,127.0156699
37.6187485,127.0156699
37.61851737,127.015533
37.59566738,127.100293
37.63463102,127.0599001
37.63788527,127.0647838
37.63787707,127.0645874
37.56149409,127.0492913
37.4928389,126.9249701
37.49702708,126.916385
37.50028751,126.985703
37.45040082,126.9045562
37.45040082,126.9045562
37.56696168,127.0302421
37.52815363,126.8915353
37.51960383,126.9752446
37.51747859,127.1054351
37.60761742,126.9107192
37.53311012,127.0074177
37.53732775,126.837125
37.59536812,126.9467958
37.58430183,126.9431757
37.58066089,127.0019955
37.46382338,126.9189781
37.58066089,127.0019955
37.59315005,127.0015234
37.5884738,127.0064867
37.58578586,127.001662
37.58578586,127.001662
37.58538769,127.0012469
37.58173118,126.9709587
37.58134115,126.9708086
37.60355364,127.0258833
37.60343806,127.0261006
37.60319524,127.0257891
37.60309703,127.0259674
37.6037507,127.0132962
37.61812742,127.0430343
37.61812742,127.0430343
37.62304468,127.0478898
37.60354994,127.0372492
37.59155551,126.9409802
37.59155551,126.9409802
37.58186298,126.9363285
37.58186298,126.9363285
37.5882541,126.9361436
37.5882541,126.9361436
37.55963583,126.9729062
37.4923353,127.1565116
37.57423977,126.9579813
37.55671551,126.8200316
37.55671551,126.8200316
37.55643847,126.8161249
37.55658094,126.8165654
37.55658094,126.8165654
37.55638584,126.8167145
37.55638584,126.8167145
37.55505771,126.8162335
37.55507284,126.8166527
37.55507284,126.8166527
37.56206821,126.8066724
37.56196741,126.8071158
37.56187002,126.8079662
37.56187002,126.8079662
37.5614849,126.8080229
37.5614849,126.8080229
37.46382338,126.9189781
37.46522925,126.9197402
37.46506189,126.9196059
37.46506189,126.9196059
37.4650961,126.9193776
37.60126716,127.0708243
37.60126716,127.0708243
37.60112174,127.0710596
37.5598004,126.9729641
37.61816069,127.0472072
37.61400338,127.0428847
37.5811774,126.9322074
37.6131576,127.0380915
37.6131576,127.0380915
37.61311552,127.0382201
37.61311552,127.0382201
37.61189794,127.0375856
37.61045063,127.0356203
37.61048059,127.0354096
37.60827106,127.0361342
37.60827106,127.0361342
37.60835151,127.0361033
37.60835151,127.0361033
37.62162529,127.0127535
37.61667703,127.0077172
37.61667703,127.0077172
37.57766244,126.9317065
37.57653997,126.9353634
37.57653997,126.9353634
37.56917976,126.9187004
37.62127027,126.9287135
37.57248628,126.900484
37.48343574,126.9393265
37.48023045,126.955531
37.47836634,126.959914
37.48593001,126.9137652
37.48596021,126.9136256
37.48474102,126.9138664
37.48267826,126.9142611
37.47965055,126.9150562
37.47405084,126.917637
37.46431434,126.9190832
37.66598487,127.046497
37.6668896,127.0459735
37.4826568,126.949145
37.50180155,126.9100167
37.50599456,126.9109216
37.5598004,126.9729641
37.55963583,126.9729062
37.49206496,126.9440906
37.57182888,126.9602667
37.57981411,126.9527846
37.48599659,126.9468696
37.48224182,126.92979
37.47635482,126.9591698
37.46799952,126.9577736
37.52488926,126.9189243
37.51571664,127.1000457
37.64055394,127.0645984
37.63911033,127.0686259
37.65648282,127.0717721
37.65452588,127.0719154
37.48173602,127.1266467
37.49965038,127.1354592
37.48626539,126.9395251
37.50679965,127.0798741
37.48682071,126.9471592
37.48452693,126.9024299
37.59653054,127.0152299
37.58651441,127.0188653
37.58829192,127.0104985
37.56056842,126.8166441
37.56089133,126.8167796
37.56424042,126.8527575
37.57637975,126.8994659
37.61255087,126.9346853
37.56864474,126.9616223
37.58999711,126.9354438
37.5687109,126.9164012
37.59739477,126.9154118
37.56013541,126.9162064
37.51763999,126.8864806
37.65590806,127.0532338
37.51488037,127.0645337
37.51054584,127.0364823
37.59085009,127.0144544
37.60791335,127.0474254
37.60862004,127.0703871
37.60854823,127.0702705
37.60992379,127.0581373
37.49121163,127.0722919
37.49149069,127.072468
37.49479765,127.0826759
37.49555721,127.0856443
37.49565377,127.08551
37.49582307,127.086007
37.58923109,127.0055708
37.58896115,127.005311
37.52244468,126.8334576
37.52230687,126.8334593
37.57144076,126.9807582
37.52212172,126.8336362
37.51376103,126.8344488
37.57287634,126.8022657
37.55860206,126.8384289
37.56171711,126.827341
37.56192906,126.8273894
37.60309787,127.0668923
37.60293731,127.0669016
37.60294241,127.067114
37.55453532,127.0346445
37.58966287,127.0938253
37.5598004,126.9729641
37.54939397,126.9130449
37.54935821,126.9129254
37.55995383,126.9237315
37.5433483,126.9480072
37.53958361,126.9616178
37.58051106,126.9516279
37.5755661,126.9071701
37.48137453,126.9529472
37.47836634,126.959914
37.48593001,126.9137652
37.48596021,126.9136256
37.48466731,126.913888
37.47297815,126.9186751
37.50460386,127.049239
37.5010522,127.036671
37.60877929,126.9996943
37.60850819,126.9997256
37.60281177,127.0173783
37.60286376,127.0175946
37.61416384,127.0062524
37.48627321,127.1338268
37.48690808,127.1332565
37.4866543,127.1332339
37.60041543,127.0406404
37.6034596,127.043305
37.4975233,127.1540691
37.53256223,126.8636131
37.53256223,126.8636131
37.56024577,126.9389902
37.56024577,126.9389902
37.56025321,126.937799
37.56025321,126.937799
37.50180154,126.846856
37.50086034,126.8903712
37.48110734,126.9098042
37.48362337,126.9259948
37.48401602,126.926833
37.48500777,126.9341462
37.5640563,126.9767007
37.64743437,127.0106082
37.64738298,127.0104085
37.64706748,127.0104244
37.57324937,126.997821
37.57350379,126.9976925
37.57319158,126.9977417
37.56652018,127.0173048
37.56207533,126.9638147
37.56205897,126.9642715
37.55937622,126.9632673
37.55956708,126.9622612
37.55956708,126.9622612
37.55714619,126.9588478
37.55707095,126.9589936
37.55695548,126.9591487
37.55679463,126.9592026
37.54781278,126.8365446
37.5478501,126.836707
37.54811453,126.8361982
37.54811453,126.8361982
37.54591767,126.8367444
37.54581567,126.8364509
37.54608498,126.8363664
37.56385503,126.9772095
37.56527607,126.9769522
37.56369725,126.9770854
37.55198373,126.912578
37.56954514,127.0022962
37.55763498,126.9563201
37.55743788,126.9564375
37.55719999,126.9522169
37.55704492,126.952342
37.55711183,126.9518156
37.55711183,126.9518156
37.59538565,127.0232144
37.5952532,127.0232209
37.5952532,127.0232209
37.59980204,127.0227966
37.55680674,126.9314962
37.63359962,126.9330439
37.54741274,126.8432993
37.54784922,126.8405918
37.57523495,126.9267402
37.57653978,126.9251947
37.51108395,126.8710068
37.51121081,126.8708624
37.55213963,126.9813304
37.54273684,126.9919358
37.59167221,126.9350881
37.534063,126.9728532
37.57646744,126.9555905
37.51086519,126.8603889
37.47076159,126.9027423
37.47076159,126.9027423
37.47087636,126.9027882
37.5176481,126.8693385
37.47088289,126.9030969
37.47064418,126.9030227
37.52062036,126.9658236
37.52062036,126.9658236
37.51392421,126.955844
37.56013912,126.9649679
37.56917976,126.9187004
37.53342338,127.0078812
37.560381,126.9160833
37.59266916,126.9981504
37.60286376,127.0175946
37.60230303,127.0189445
37.60228118,127.0190337
37.61412493,127.0061408
37.48460207,127.1307459
37.48363214,127.1317179
37.48627321,127.1338268
37.48640487,127.1340299
37.50470526,127.0884987
37.63800521,127.0258577
37.63632649,127.0229267
37.64505835,127.0199294
37.64309812,127.0108941
37.64459181,127.0108874
37.57460246,126.9704548
37.64244622,126.9385234
37.54719411,126.9326468
37.58178738,126.8883573
37.55891686,127.1817159
37.52101101,126.8905415
37.52115942,126.8896807
37.52117939,126.8898805
37.52095609,126.8898289
37.55111444,127.0077345
37.68596926,127.0503706
37.66197255,127.0346936
37.57513589,126.9268328
37.57523495,126.9267402
37.52062244,126.9908553
37.63465479,126.9173033
37.48839451,127.1312269
37.45904213,127.0558739
37.48366855,126.9262896
37.45846761,127.0572292
37.48287802,126.9002885
37.5233597,126.9017345
37.55856931,126.8572884
37.5346671,126.8354565
37.48179324,126.8869736
37.6506315,126.9367014
37.59327648,127.0887469
37.59327648,127.0887469
37.59327648,127.0887469
37.59312082,127.0888012
37.59312082,127.0888012
37.58642403,127.0785065
37.58625007,127.0785095
37.59352384,127.0583961
37.48340246,126.9747907
37.48340246,126.9747907
37.48347946,126.9745833
37.483499,126.9743887
37.483499,126.9743887
37.48337672,126.9742672
37.48319092,126.9746942
37.51370373,126.8745983
37.51370373,126.8745983
37.50803058,126.8718908
37.51067186,126.8606756
37.51067186,126.8606756
37.51086519,126.8603889
37.57747636,126.9322776
37.57723393,126.9324167
37.57723393,126.9324167
37.51590383,126.8917897
37.61309741,127.0343945
37.61309741,127.0343945
37.65664266,127.0643053
37.57886121,127.0699856
37.54611154,126.8366637
37.51727859,126.839611
37.51727279,126.8397324
37.5170329,126.8397257
37.5170329,126.8397257
37.51679048,126.838085
37.52319285,126.9016149
37.65158352,127.0414009
37.65186521,127.0419055
37.57419131,126.9744069
37.60926297,127.0305131
37.64472254,126.9154747
37.48884395,126.8359188
37.51702657,126.8647705
37.53593443,126.8975278
37.53588101,126.8982554
37.48179324,126.8869736
37.49977998,126.8491439
37.50200224,126.8478348
37.50200224,126.8478348
37.51072142,126.8918306
37.51090659,126.8920755
37.51044713,126.8905292
37.57098612,126.8421394
37.57083854,126.8419978
37.5710121,126.8416827
37.56003238,126.938908
37.56011673,126.938826
37.60254899,127.0619825
37.57801682,127.0610181
37.57804118,127.0612105
37.5693602,126.9314399
37.5687109,126.9164012
37.5750385,126.9266245
37.48984352,127.109307
37.6325845,127.0726424
37.59126466,127.0197685
37.50380006,126.860615
37.49740815,126.8619899
37.51555989,126.8988781
37.48469378,126.895281
37.52481731,126.8921754
37.52464283,126.8919341
37.52464283,126.8919341
37.52129984,126.887402
37.52036984,126.8935935
37.53719845,126.8384693
37.51926086,126.8683988
37.52968594,126.848086
37.66405799,127.0672473
37.64060019,127.0687207
37.53051591,126.8894413
37.62391501,127.0187115
37.59645622,126.9493823
37.54503563,126.9708178
37.54507669,126.970785
37.60054068,126.9270547
37.52896291,127.1363873
37.52862337,127.1368217
